, Гарантия от продавца , Тип , Модель , Год релиза , Цвет задней панели , Цвет передней панели , Цвет граней ," Цвет, заявленный производителем ", Поддержка сетей 2G , Поддержка сетей 3G , Поддержка сетей 4G (LTE) , Диапазоны частот LTE , Поддержка сетей 5G , Диапазоны частот 5G , Формат SIM-карт , Количество физических SIM-карт , Поддержка eSIM , Диагональ экрана (дюйм) , Разрешение экрана , Плотность пикселей , Технология изготовления экрана , Количество цветов экрана , Конструктивные особенности экрана , Материал корпуса , Защищенность , Вид защитного покрытия , Степень защиты IP , Операционная система , Версия ОС , Производитель процессора , Модель процессора , Количество ядер , Частота работы процессора , Техпроцесс , Графический ускоритель , Объем встроенной памяти , Слот для карты памяти , Датчики , Количество основных (тыловых) камер , Количество мегапикселей основной камеры , Модель сенсора основной камеры , Апертура основной камеры , Автофокусировка основной камеры , Оптическая стабилизация , Зум (фото) , Рейтинг DxOMark (основная камера) , Особенности и технологии тыловой оптики , Режимы и функции фотосъемки , Формат видеосъемки , Разрешение видео и частота кадров , Замедленная видеосъемка , Зум (видео) , Форматы воспроизведения видео , Особенности и функции видеосъемки , Двойная фронтальная камера , Количество мегапикселей фронтальной камеры , Модель сенсора фронтальной камеры , Апертура фронтальной камеры , Автофокусировка , Разрешение видеосъемки , Рейтинг DxOMark (селфи-камера) , Особенности и технологии фронтальной оптики , Режимы и функции съемки , Стереодинамики , Форматы аудиофайлов , Версия Bluetooth , Стандарт Wi-Fi , NFC , Системы навигации , ИК-порт , Интерфейс , Разъем для наушников , Наушники в комплекте , Зарядное устройство в комплекте , Комплектация , Биометрическая защита ," Особенности, дополнительно ", Тип аккумулятора , Съемный аккумулятор , Поддержка быстрой зарядки , Поддержка беспроводной зарядки , Время работы при прослушивании музыки , Время работы при воспроизведении видео , Ширина , Высота , Толщина , Вес , Гарантия от производителя , Код производителя , Поддержка 4G LTE-Advanced , Режим работы нескольких SIM-карт , Соотношение сторон , Частота обновления экрана , Поддержка Google Mobile Services , Конфигурация процессора , Объем оперативной памяти , Типы поддерживаемых карт памяти , Максимальный объем карты памяти , FM радио , Тип вспышки , Встроенная вспышка , Отдельный ЦАП , Прочие технологии передачи данных , Поддержка OTG , LED-индикатор уведомлений , Емкость аккумулятора , Выходная мощность ЗУ , Страна-производитель , Напряжение питания ЗУ , Время работы в режиме разговора , Разрешение снимков , Время работы в режиме ожидания , Поддержка кодеков Bluetooth , Поддержка VoLTE , Поддержка MHL , Категории скорости LTE-Advanced , Особенности конструкции , Интерполированное разрешение основной камеры , Гарантия АСЦ , Интерполированное разрешение фронтальной камеры 
717,,смартфон,TecnoSpark9Pro,2022,синий,черный,синий,голубойбурано,"GSM900,GSM1800,GSM1900,GSM850","UMTS1900,UMTS900,UMTS2100,UMTS850",есть,"LTE2600(B7),LTE2300(B40),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE2600(B38),LTE2500(B41),LTE850(B5)",нет,,Nano-SIM(12.3x8.8x0.67мм),2SIM,нет,"6.58""",2408х1080,407ppi,IPS,16млн,,пластик,олеофобноепокрытие,,,Android,Android12,MediaTek,MediaTekHelioG85,8,2ГГц,12нм,Mali-G52MC2,128ГБ,есть(отдельныйслот),Перечисление,3,50+2+0.08Мп,GalaxyCoreGC02M1B,"2,2.4,1.6",есть,нет,,,,Перечисление,FullHD,1920x1080(30кадр./сек.),,,,,нет,32Мп,,,,1920x1080(30кадр./сек.),,,,нет,,5.0,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo",нет,USBType-C,MiniJack3.5мм,,есть,"чехол,документация,зарядноеустройство,кабельUSBType-C","распознаваниелица,сканеротпечатковпальцев(сбокукорпуса)",оболочкаHiOS,Li-polymer,нет,,нет,,,75.6мм,164.2мм,8.4мм,197г,13мес.,,есть,режиможидания,20:9,60Гц,,"6xCortex-A55,2xCortex-A752.0ГГц",4Гб,Перечисление,128ГБ,,двойнаясветодиодная,есть,нет,,есть,,5000мА*ч,18Вт,,,53ч,,,,есть,,,,,,
718,,смартфон,SamsungGalaxyZFlip4,2022,серый,черный,серый,графитовый,"GSM900,GSM1800,GSM1900,GSM850","UMTS1900,UMTS900,UMTS2100,UMTS850",есть,"LTE1900(B39),LTE2600(B7),LTE2300(B40),LTE700(B12),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE2600(B38),LTE2500(B41),LTE1900(B2),LTE850(B5),LTE700(B17),LTE700(B13),LTE800(B19),LTE800(B18),LTE850(B26),LTE1900(B25),LTE1700/2100(B66),LTE1700(B4),LTE1500(B32)",есть,,Nano-SIM(12.3x8.8x0.67мм),1SIM,есть,"6.7""",2640x1080,426ppi,DynamicAMOLED2X,16млн,,Перечисление,Перечисление,CorningGorillaGlassVictus+,IPX8,Android,Android12,Qualcomm,Snapdragon8+Gen1,8,"2ГГц,2.8ГГц,3.2ГГц",4нм,Adreno730,128ГБ,нет,Перечисление,2,12+12Мп,"SonyIMX258,SamsungISOCELL2LD","2.2,1.8",есть,есть,10-кратныйцифровойзум,112,,Перечисление,"HD,FullHD,UltraHD4K","1280x720(30кадр./сек.),3840x2160(60кадр./сек.),1920x1080(60кадр./сек.)","1920x1080(240кадр./сек.),1280x720(960кадр./сек.)",10-кратныйцифровойзум,"AVI,FLV,MKV,MP4,M4V,3GP,3G2,WEBM",,нет,10Мп,SamsungISOCELL3J1,2.4,нет,3840×2160(30кадр./сек.),,,,есть,"MP3,M4A,3GA,AAC,OGG,OGA,WAV,AMR,AWB,FLAC,MID,MIDI,XMF,MXMF,IMY,RTTTL,RTX,OTA,DFF,DSF,APE",5.2,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo",нет,USBType-C,USBType-C,нет,нет,"документация,скрепкадляизвлеченияслотаSIM-карты,кабельUSBType-C","распознаваниелица,сканеротпечатковпальцев(сбокукорпуса)",Перечисление,Li-polymer,нет,"FastCharging25W,FastWirelessCharging",есть,56ч,19ч,71.9мм,165.2мм,6.9мм,187г,12мес.,[SM-F721BZAGCAU],нет,режиможидания,,120Гц,есть,"1xCortex-X23.2ГГц,3xCortex-A7102.8ГГц,4xCortex-A5102.0ГГц",8Гб,,,нет,светодиодная,нет,,Wi-FiDirect,есть,есть,3700мА*ч,,,нетЗУвкомплекте,34ч,2592x3872,,,есть,нет,,складнойкорпус,,,
719,12мес.,смартфон,"AppleiPhone11Pro""Какновый""",2019,серый,черный,серый,серыйкосмос,"GSM900,GSM1800,GSM1900,GSM850","UMTS900,UMTS2100,UMTS850,UMTS1900",есть,"LTE2600(B7),LTE700(B12),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE1900(B2),LTE850(B5),LTE700(B17),LTE700(B13),LTE2300(B30),LTE800(B29),LTE800(B26),LTE1900(B25),LTE1700(B4),LTE850(B18)",нет,,Nano-SIM(12.3x8.8x0.67мм),1SIM,есть,"5.8""",2436x1125,458ppi,OLED,16.7млн,Перечисление,Перечисление,Перечисление,,IP68,iOS,iOS13,Apple,AppleA13Bionic,6,2.65ГГц,7нм,AppleGPU,64ГБ,нет,Перечисление,3,12+12+12Мп,"SonyIMX372,SonyIMX503,SonyIMX356","1.8,2,2.4",есть,есть,"10-кратныйцифровойзум,2-кратныйоптическийзум",,шестилинзовыйобъектив,Перечисление,"HD,FullHD,UltraHD4K","1280x720(30кадр./сек.),3840x2160(60кадр./сек.),1920x1080(60кадр./сек.)",1920x1080(240кадр./сек.),2-кратныйоптическийзум,"AVI,MP4,MOV,M4V",Перечисление,нет,12Мп,,2.2,,3840×2160(60кадр./сек.),,,Перечисление,есть,"MP3,AAC,LPCM,AC3,EAC3,AAX,AAX+",5.0,6(802.11ax),есть,"ГЛОНАСС,GPS,A-GPS",нет,Lightning8-pin,Lightning8-pin,проводные,есть,"документация,зарядноеустройство,скрепкадляизвлеченияслотаSIM-карты,наушники,кабельLightning",распознаваниелица,Перечисление,Li-Ion,нет,USBPowerDelivery,есть,65ч,18ч,71.4мм,144мм,8.1мм,188г,,,есть,,19.5:9,60Гц,есть,"2xLightning2.65ГГц,4xThunder1.6ГГц",4Гб,,,нет,светодиодная,,нет,,есть,нет,3190мА*ч,18Вт,,100-240В/50-60Гц,,,,,есть,,,,,,
720,12мес.,смартфон,SamsungGalaxyS23+,2023,бежевый,черный,бежевый,бежевый,"GSM900,GSM1800,GSM1900,GSM850","UMTS2100,UMTS900,UMTS850,UMTS1900",есть,,есть,,Nano-SIM(12.3x8.8x0.67мм),2SIM,есть,"6.6""",2340x1080,393ppi,DynamicAMOLED2X,1.07млрд,безрамочный,Перечисление,"защитаотпылиивлаги,защитноепокрытиеэкранаотцарапин",CorningGorillaGlassVictus2,IP68,Android,Android13,Qualcomm,Snapdragon8Gen2,8,3.2ГГц,4нм,Adreno740,512ГБ,нет,Перечисление,3,50+12+10Мп,,"2.2,2.4,1.8",есть,есть,3-кратныйоптическийзум,,фазовыйавтофокус,Перечисление,"FullHD,UltraHD4K,UltraHD8K","3840x2160(60кадр./сек.),1920x1080(60кадр./сек.),7680x4320(30кадр./сек.)","1920x1080(240кадр./сек.),1280x720(960кадр./сек.)",,"AVI,FLV,MKV,MP4,M4V,3GP,3G2,WEBM",Перечисление,нет,12Мп,,2.2,есть,"1920x1080(30кадр./сек.),3840×2160(60кадр./сек.)",,фазовыйавтофокус,таймерселфи,есть,"MP3,M4A,3GA,AAC,OGG,OGA,WAV,AMR,AWB,FLAC,MID,MIDI,XMF,MXMF,IMY,RTTTL,RTX,OTA,DFF,DSF,APE",5.3,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo",нет,USBType-C,USBType-C,нет,нет,"документация,скрепкадляизвлеченияслотаSIM-карты,кабельUSBType-C","распознаваниелица,сканеротпечатковпальцев(вэкране)",Перечисление,Li-Ion,нет,Перечисление,есть,84ч,27ч,76.2мм,157.8мм,7.6мм,195г,,[SM-S916BZEGCAU],,режиможидания,19.5:9,120Гц,,"1xKryoPrime(Cortex-X3)3.2ГГц,2xKryoGold(Cortex-A715)2.8ГГц,3xKryoSilver(Cortex-A510)2.0ГГц,2xKryoGold(Cortex-A710)2.8ГГц",8Гб,,,нет,светодиодная,,,Wi-FiDirect,есть,,4700мА*ч,45Вт,,нетЗУвкомплекте,,,,AptX,,нет,,,,,
721,12мес.,смартфон,SamsungGalaxyS22Ultra,2022,бордовый,черный,бордовый,бургунди,"GSM900,GSM1800,GSM1900,GSM850","UMTS2100,UMTS850,UMTS1900,UMTS900",есть,"LTE2600(B7),LTE700(B12),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE1900(B2),LTE850(B5),LTE700(B17),LTE700(B13),LTE800(B19),LTE800(B18),LTE850(B26),LTE1900(B25),LTE1700(B4)",есть,,Nano-SIM(12.3x8.8x0.67мм),2SIM,есть,"6.8""",3088х1440,500ppi,DynamicAMOLED2X,16млн,безрамочный,стекло,защитаотпылиивлаги,,IP68,Android,Android12,Qualcomm,Snapdragon8Gen1,8,3ГГц,4нм,Adreno730,256ГБ,нет,Перечисление,4,108+10+12+10Мп,"SonyIMX563,SonyIMX754,SamsungS5KHM3","2.2,2.4,1.8,4.9",есть,есть,"3-кратныйоптическийзум,10-кратныйоптическийзум,100-кратныйцифровойзум",131,,фазовыйавтофокус,UltraHD8K,7680x4320(24кадр./сек.),"1920x1080(240кадр./сек.),1280x720(960кадр./сек.)",,"AVI,FLV,MKV,MP4,M4V,3GP,3G2,WEBM",,нет,40Мп,SamsungISOCELLGH1,2.2,есть,,135,,,есть,"MP3,M4A,3GA,AAC,OGG,OGA,WAV,AMR,AWB,FLAC,MID,MIDI,XMF,MXMF,IMY,RTTTL,RTX,OTA,DFF,DSF,APE",5.2,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo,QZSS",нет,USBType-C,USBType-C,нет,нет,"стилус,документация,скрепкадляизвлеченияслотаSIM-карты,кабельUSBType-C","распознаваниелица,сканеротпечатковпальцев(вэкране)",Перечисление,,нет,,есть,81ч,22ч,77.9мм,163.3мм,8.9мм,228г,,[SM-S908EDRGXSP],,,,120Гц,есть,"1xCortex-X23ГГц,3xCortex-A7102.5ГГц,4xCortex-A5101.8ГГц",12Гб,,,,светодиодная,,,Wi-FiDirect,,,5000мА*ч,45Вт,Вьетнам,,38ч,,,,,нет,,,,,
722,,смартфон,SamsungGalaxyM52,2021,белый,черный,белый,белый,"GSM900,GSM1800,GSM1900,GSM850","UMTS900,UMTS2100,UMTS850,UMTS1900",есть,"LTE2600(B7),LTE2300(B40),LTE700(B12),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE2600(B38),LTE2500(B41),LTE1900(B2),LTE850(B5),LTE700(B17),LTE850(B26),LTE1700/2100(B66),LTE1700(B4)",есть,,Nano-SIM(12.3x8.8x0.67мм),2SIM,нет,"6.7""",2400x1080,393ppi,SuperAMOLEDPlus,16млн,безрамочный,пластик,,,,Android,Android11,Qualcomm,Snapdragon778G,8,"1.9ГГц,2.3ГГц,2.4ГГц",6нм,Adreno642L,128ГБ,есть(универсальныйслотSIM+SIM/SIM+картапамяти),Перечисление,3,64+12+5Мп,"SonyIMX258,SamsungS5KGW3","2.2,2.4,1.8",есть,нет,10-кратныйцифровойзум,,фазовыйавтофокус,,"FullHD,UltraHD4K","1920x1080(30кадр./сек.),3840x2160(30кадр./сек.)",1280x720(240кадр./сек.),,,,нет,32Мп,SonyIMX616,2.2,,1920x1080(30кадр./сек.),,,,нет,"MP3,M4A,3GA,AAC,OGG,OGA,WAV,AMR,AWB,FLAC,MID,MIDI,XMF,MXMF,IMY,RTTTL,RTX,OTA",5.0,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo,QZSS",нет,USBType-C,USBType-C,нет,есть,"документация,зарядноеустройство,скрепкадляизвлеченияслотаSIM-карты,кабельUSBType-C",сканеротпечатковпальцев(сбокукорпуса),оболочкаOneUI,,нет,,нет,,,76.4мм,164.2мм,7.4мм,173г,12мес.,[SM-M526BZWHCAU],,,20:9,120Гц,,"1xKryo670(Cortex-A78)2.4ГГц,3xKryo670(Cortex-A78)2.2ГГц,4xKryo670(Cortex-A55)1.9ГГц",6Гб,Перечисление,1024ГБ,,светодиодная,нет,,,есть,,5000мА*ч,22Вт,,,48ч,,,,,нет,,,,,
723,,смартфон,Xiaomi12,2022,фиолетовый,черный,фиолетовый,фиолетовый,"GSM900,GSM1800,GSM1900,GSM850","UMTS2100,UMTS900,UMTS850,UMTS1900",есть,"LTE2600(B7),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE1900(B2),LTE850(B5),LTE800(B19),LTE800(B18),LTE800(B26),LTE2000(B34),LTE1700(B4)",есть,,Nano-SIM(12.3x8.8x0.67мм),2SIM,нет,"6.28""",2400x1080,419ppi,AMOLED,,безрамочный,стекло,защитноепокрытиеэкранаотцарапин,CorningGorillaGlassVictus,,Android,Android12,Qualcomm,Snapdragon8Gen1,8,"2.5ГГц,1.8ГГц,3ГГц",4нм,Adreno730,256ГБ,нет,Перечисление,3,50+13+5Мп,"SonyIMX766,OmniVisionOV13B10,SamsungISOCELL5E9","2.4,1.88",есть,есть,,113,фазовыйавтофокус,Перечисление,"FullHD,UltraHD4K,UltraHD8K","3840x2160(60кадр./сек.),1920x1080(60кадр./сек.),7680x4320(24кадр./сек.)","1920x1080(240кадр./сек.),1920x1080(120кадр./сек.),1920x1080(960кадр./сек.)",,,стабилизациявидео,нет,32Мп,OmniVisionOV32B,2.45,,"1920x1080(30кадр./сек.),1920x1080(60кадр./сек.)",,,Перечисление,есть,,5.2,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo,QZSS",есть,USBType-C,USBType-C,,есть,,"распознаваниелица,сканеротпечатковпальцев(вэкране)",Перечисление,Li-polymer,нет,Перечисление,есть,,,69.9мм,152.7мм,8.2мм,180г,12мес.,,,,20:9,120Гц,,"1xCortex-X23ГГц,3xCortex-A7102.5ГГц,4xCortex-A5101.8ГГц",12Гб,,,нет,двойнаясветодиодная,,,,есть,,4500мА*ч,67Вт,,,,,,,,,,,,,
724,,смартфон,TecnoPOP6Pro,2022,голубой,черный,голубой,голубой,"GSM900,GSM1800,GSM1900,GSM850","UMTS850,UMTS1900,UMTS900,UMTS2100",есть,"LTE2600(B7),LTE2300(B40),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE2600(B38),LTE2500(B41),LTE850(B5)",нет,,Nano-SIM(12.3x8.8x0.67мм),2SIM,нет,"6.56""",1612x720,269ppi,TN,16млн,,пластик,олеофобноепокрытие,,,Android,Android12,MediaTek,MediaTekHelioA22,4,2ГГц,12нм,PowerVRGE8320,32ГБ,есть(отдельныйслот),Перечисление,2,8+0.08Мп,,,есть,нет,,,,,,,,,,,нет,5Мп,,,нет,,,,,нет,,5.0,Перечисление,нет,"GPS,A-GPS,BeiDou,Galileo",нет,microUSB,MiniJack3.5мм,,есть,"документация,зарядноеустройство,кабельmicroUSB","распознаваниелица,сканеротпечатковпальцев(сбокукорпуса)",,Li-polymer,нет,,нет,,,76.25мм,164.87мм,8.7мм,195г,13мес.,,есть,режиможидания,20:9,60Гц,есть,4xCortex-A532.0ГГц,2Гб,Перечисление,128ГБ,есть,двойнаясветодиодная,есть,нет,,есть,нет,5000мА*ч,,Китай,,,,,,есть,,LTEcat4,,,,
725,,смартфон,ItelA27,2022,синий,черный,синий,синий,"GSM900,GSM1800,GSM1900,GSM850","UMTS900,UMTS2100,UMTS850,UMTS1900",есть,"LTE2600(B7),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3)",нет,,Nano-SIM(12.3x8.8x0.67мм),2SIM,нет,"5.45""",960x480,196ppi,IPS,16млн,,пластик,олеофобноепокрытие,,,Android,Android11Go,Unisoc(Spreadtrum),SpreadtrumSC9832E,4,1.4ГГц,28нм,Mali-T820MP1,32ГБ,есть(отдельныйслот),,1,5Мп,GalaxyCoreGC5035,,есть,нет,,,,,FullHD,1920x1080(30кадр./сек.),,,,,нет,2Мп,,,,,,,,нет,,4.2,4(802.11n),нет,"ГЛОНАСС,GPS,A-GPS",нет,microUSB,MiniJack3.5мм,нет,есть,"чехол,документация,кабельmicroUSB",сканеротпечатковпальцев(сзадикорпуса),,Li-Ion,нет,,нет,,,74.6мм,153мм,11мм,170г,12мес.,,есть,режиможидания,,60Гц,,4xCortex-A531.4ГГц,2Гб,microSD,128ГБ,есть,светодиодная,,нет,,,нет,4000мА*ч,,Китай,,,,,,есть,,LTEcat4,,,,
726,12мес.,смартфон,AppleiPhone14Pro,2022,серебристый,черный,серебристый,серебристый,"GSM900,GSM1800,GSM1900,GSM850","UMTS2100,UMTS1900,UMTS900,UMTS850",есть,"LTE1900(B39),LTE2600(B7),LTE2300(B40),LTE700(B12),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE2600(B38),LTE2500(B41),LTE1900(B2),LTE850(B5),LTE700(B17),LTE700(B13),LTE2300(B30),LTE800(B19),LTE800(B29),LTE800(B18),LTE800(B26),LTE1900(B25),LTE1700/2100(B66),LTE2000(B34),LTE1700(B4),LTE1500(B32),LTE3500(B42)",есть,,,нет,есть,"6.1""",2556х1179,460ppi,OLED,,безрамочный,Перечисление,Перечисление,CeramicShield,IP68,iOS,iOS16,Apple,AppleA16Bionic,6,,4нм,AppleGPU,128ГБ,нет,Перечисление,3,48+12+12Мп,"SonyIMX713,SonyIMX590,SonyIMX803,SonyIMX633","2.2,1.78,2.8",есть,есть,"3-кратныйоптическийзум,2-кратныйоптическийзум,15-кратныйцифровойзум",146,Перечисление,Перечисление,"HD,FullHD,UltraHD4K","1920x1080(30кадр./сек.),1280x720(30кадр./сек.),3840x2160(30кадр./сек.),3840x2160(60кадр./сек.),1920x1080(60кадр./сек.),3840x2160(24кадр./сек.),3840x2160(25кадр./сек.)","1920x1080(240кадр./сек.),1920x1080(120кадр./сек.)","2-кратныйоптическийзум,3-кратныйоптическийзум,9-кратныйцифровойзум,6-кратныйоптическийзум","H.264,HEVC",Перечисление,нет,12Мп,SonyIMX714,1.9,есть,"1920x1080(30кадр./сек.),1920x1080(60кадр./сек.),3840×2160(30кадр./сек.),3840×2160(60кадр./сек.),1920x1080(120кадр./сек.)",145,,Перечисление,есть,"MP3,AAC,FLAC,AppleLossless",5.3,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo,QZSS",нет,Lightning8-pin,Lightning8-pin,нет,нет,"документация,кабельLightning",распознаваниелица,Перечисление,Li-Ion,,,есть,75ч,23ч,71.5мм,147.5мм,7.85мм,206г,,,,,,120Гц,,,,,,,светодиодная,,,,,,,,,нетЗУвкомплекте,,,,,,,,,,,
727,12мес.,смартфон,AppleiPhone11,2019,зеленый,черный,зеленый,зеленый,"GSM900,GSM1800,GSM1900,GSM850","UMTS900,UMTS2100,UMTS850,UMTS1900",есть,"LTE2600(B7),LTE700(B12),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE1900(B2),LTE850(B5),LTE700(B17),LTE700(B13),LTE2300(B30),LTE800(B29),LTE800(B26),LTE1900(B25),LTE1700(B4),LTE850(B18)",нет,,Nano-SIM(12.3x8.8x0.67мм),1SIM,есть,"6.1""",1792x828,326ppi,IPS,16.7млн,вырезнаэкране,Перечисление,Перечисление,,IP68,iOS,iOS13,Apple,AppleA13Bionic,6,2.65ГГц,7нм,AppleGPU,128ГБ,нет,Перечисление,2,12+12Мп,"SonyIMX372,SonyIMX503","1.8,2.4",есть,есть,"5-кратныйцифровойзум,2-кратныйоптическийзум",116,шестилинзовыйобъектив,Перечисление,"HD,FullHD,UltraHD4K","1280x720(30кадр./сек.),3840x2160(60кадр./сек.),1920x1080(60кадр./сек.)",1920x1080(240кадр./сек.),2-кратныйоптическийзум,"AVI,MP4,MOV,M4V",Перечисление,нет,12Мп,,2.2,,3840×2160(60кадр./сек.),122,,Перечисление,есть,"MP3,AAC,LPCM,AC3,EAC3,AAX,AAX+",5.0,6(802.11ax),есть,"ГЛОНАСС,GPS,A-GPS",нет,Lightning8-pin,Lightning8-pin,,нет,"документация,скрепкадляизвлеченияслотаSIM-карты,кабельLightning",распознаваниелица,Перечисление,Li-Ion,нет,USBPowerDelivery,есть,65ч,17ч,75.7мм,150.9мм,8.3мм,194г,,[MHDN3HN/A],есть,,19.5:9,60Гц,есть,"2xLightning2.65ГГц,4xThunder1.6ГГц",4Гб,,,нет,светодиодная,,нет,,есть,нет,3110мА*ч,,,нетЗУвкомплекте,,,,,есть,,,,,,
728,,смартфон,POCOM45G,2022,голубой,черный,голубой,голубой,"GSM900,GSM1800,GSM1900,GSM850","WCDMA2100,WCDMA900,WCDMA850,WCDMA1900",есть,"LTE2600(B7),LTE2300(B40),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE2600(B38),LTE2500(B41),LTE1900(B2),LTE850(B5),LTE1700(B4),LTE1500(B32)",есть,,Nano-SIM(12.3x8.8x0.67мм),2SIM,нет,"6.58""",2400x1080,400ppi,IPS,16млн,,пластик,защитноепокрытиеэкранаотцарапин,CorningGorillaGlass3,нет,Android,Android12,MediaTek,MediaTekDimensity700,8,"2ГГц,2.2ГГц",7нм,Mali-G57MC2,64ГБ,есть(отдельныйслот),Перечисление,2,13+2Мп,"OmniVisionOV02B,HynixHi-1337",1.8,есть,нет,,,фазовыйавтофокус,Перечисление,FullHD,1920x1080(30кадр./сек.),,,,,нет,8Мп,HynixHi-556,2,нет,1920x1080(30кадр./сек.),,,,нет,,5.1,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo",есть,USBType-C,MiniJack3.5мм,нет,есть,"документация,зарядноеустройство,скрепкадляизвлеченияслотаSIM-карты,кабельUSBType-C","распознаваниелица,сканеротпечатковпальцев(сбокукорпуса)",оболочкаMIUI,Li-polymer,нет,,нет,,,76.1мм,164мм,8.9мм,200г,12мес.,[MZB0BETRU],,режиможидания,20:9,90Гц,,"6xCortex-A552ГГц,2xCortex-A762.2ГГц",4Гб,Перечисление,1024ГБ,нет,светодиодная,нет,,"Wi-FiDirect,Wi-FiHotspot,Wi-FiDisplay",есть,,5000мА*ч,18Вт,,,,,,,,,,,,,
729,12мес.,смартфон,SamsungGalaxyZFlip4,2022,золотистый,черный,золотистый,золотой,"GSM900,GSM1800,GSM1900,GSM850","UMTS1900,UMTS900,UMTS2100,UMTS850",есть,"LTE1900(B39),LTE2600(B7),LTE2300(B40),LTE700(B12),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE2600(B38),LTE2500(B41),LTE1900(B2),LTE850(B5),LTE700(B17),LTE700(B13),LTE800(B19),LTE800(B18),LTE850(B26),LTE1900(B25),LTE1700/2100(B66),LTE1700(B4),LTE1500(B32)",есть,,Nano-SIM(12.3x8.8x0.67мм),1SIM,есть,"6.7""",2640x1080,426ppi,DynamicAMOLED2X,16млн,,Перечисление,Перечисление,CorningGorillaGlassVictus+,IPX8,Android,Android12,Qualcomm,Snapdragon8+Gen1,8,"2ГГц,2.8ГГц,3.2ГГц",4нм,Adreno730,128ГБ,нет,Перечисление,2,12+12Мп,"SonyIMX258,SamsungISOCELL2LD","2.2,1.8",есть,есть,10-кратныйцифровойзум,112,,Перечисление,"HD,FullHD,UltraHD4K","1280x720(30кадр./сек.),3840x2160(60кадр./сек.),1920x1080(60кадр./сек.)","1920x1080(240кадр./сек.),1280x720(960кадр./сек.)",10-кратныйцифровойзум,"AVI,FLV,MKV,MP4,M4V,3GP,3G2,WEBM",,нет,10Мп,SamsungISOCELL3J1,2.4,нет,3840×2160(30кадр./сек.),,,,есть,"MP3,M4A,3GA,AAC,OGG,OGA,WAV,AMR,AWB,FLAC,MID,MIDI,XMF,MXMF,IMY,RTTTL,RTX,OTA,DFF,DSF,APE",5.2,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo",нет,USBType-C,USBType-C,нет,нет,"документация,скрепкадляизвлеченияслотаSIM-карты,кабельUSBType-C","распознаваниелица,сканеротпечатковпальцев(сбокукорпуса)",Перечисление,Li-polymer,нет,"FastCharging25W,FastWirelessCharging",есть,56ч,19ч,71.9мм,165.2мм,6.9мм,187г,,[SM-F721BZDGSKZ],нет,режиможидания,,120Гц,есть,"1xCortex-X23.2ГГц,3xCortex-A7102.8ГГц,4xCortex-A5102.0ГГц",8Гб,,,нет,светодиодная,нет,,Wi-FiDirect,есть,есть,3700мА*ч,,,нетЗУвкомплекте,34ч,2592x3872,,,есть,нет,,складнойкорпус,,,
