, Гарантия от продавца , Тип , Модель , Год релиза , Цвет задней панели , Цвет передней панели , Цвет граней ," Цвет, заявленный производителем ", Поддержка сетей 2G , Поддержка сетей 3G , Поддержка сетей 4G (LTE) , Диапазоны частот LTE , Поддержка сетей 5G , Диапазоны частот 5G , Формат SIM-карт , Количество физических SIM-карт , Поддержка eSIM , Диагональ экрана (дюйм) , Разрешение экрана , Плотность пикселей , Технология изготовления экрана , Количество цветов экрана , Конструктивные особенности экрана , Материал корпуса , Защищенность , Вид защитного покрытия , Степень защиты IP , Операционная система , Версия ОС , Производитель процессора , Модель процессора , Количество ядер , Частота работы процессора , Техпроцесс , Графический ускоритель , Объем встроенной памяти , Слот для карты памяти , Датчики , Количество основных (тыловых) камер , Количество мегапикселей основной камеры , Модель сенсора основной камеры , Апертура основной камеры , Автофокусировка основной камеры , Оптическая стабилизация , Зум (фото) , Рейтинг DxOMark (основная камера) , Особенности и технологии тыловой оптики , Режимы и функции фотосъемки , Формат видеосъемки , Разрешение видео и частота кадров , Замедленная видеосъемка , Зум (видео) , Форматы воспроизведения видео , Особенности и функции видеосъемки , Двойная фронтальная камера , Количество мегапикселей фронтальной камеры , Модель сенсора фронтальной камеры , Апертура фронтальной камеры , Автофокусировка , Разрешение видеосъемки , Рейтинг DxOMark (селфи-камера) , Особенности и технологии фронтальной оптики , Режимы и функции съемки , Стереодинамики , Форматы аудиофайлов , Версия Bluetooth , Стандарт Wi-Fi , NFC , Системы навигации , ИК-порт , Интерфейс , Разъем для наушников , Наушники в комплекте , Зарядное устройство в комплекте , Комплектация , Биометрическая защита ," Особенности, дополнительно ", Тип аккумулятора , Съемный аккумулятор , Поддержка быстрой зарядки , Поддержка беспроводной зарядки , Время работы при прослушивании музыки , Время работы при воспроизведении видео , Ширина , Высота , Толщина , Вес , Гарантия от производителя , Код производителя , Поддержка 4G LTE-Advanced , Режим работы нескольких SIM-карт , Соотношение сторон , Частота обновления экрана , Поддержка Google Mobile Services , Конфигурация процессора , Объем оперативной памяти , Типы поддерживаемых карт памяти , Максимальный объем карты памяти , FM радио , Тип вспышки , Встроенная вспышка , Отдельный ЦАП , Прочие технологии передачи данных , Поддержка OTG , LED-индикатор уведомлений , Емкость аккумулятора , Выходная мощность ЗУ , Страна-производитель , Напряжение питания ЗУ , Время работы в режиме разговора , Разрешение снимков , Время работы в режиме ожидания , Поддержка кодеков Bluetooth , Поддержка VoLTE , Поддержка MHL , Категории скорости LTE-Advanced , Особенности конструкции , Интерполированное разрешение основной камеры , Гарантия АСЦ , Интерполированное разрешение фронтальной камеры 
730,,смартфон,InfinixHOT20i,2022,зеленый,черный,зеленый,зеленый,"GSM900,GSM1800,GSM1900,GSM850","UMTS2100,UMTS900",есть,"LTE2600(B7),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3)",нет,,Nano-SIM(12.3x8.8x0.67мм),2SIM,нет,"6.6""",1612x720,267ppi,IPS,16млн,,пластик,,,нет,Android,Android12,MediaTek,MediaTekHelioG25,8,2ГГц,12нм,PowerVRGE8320,64ГБ,есть(отдельныйслот),Перечисление,3,13+2+2Мп,,,есть,нет,,,,,FullHD,1920x1080(30кадр./сек.),,,"AVI,MP4,3GP",,нет,8Мп,,,нет,1920x1080(30кадр./сек.),,,,,"MP3,WAV,AMR,MIDI",,Перечисление,нет,"ГЛОНАСС,GPS,A-GPS,BeiDou",,microUSB,MiniJack3.5мм,,есть,"документация,зарядноеустройство,кабельmicroUSB","распознаваниелица,сканеротпечатковпальцев(сзадикорпуса)",оболочкаXOS,Li-Ion,нет,нет,нет,138ч,27ч,76.4мм,164.8мм,8.75мм,195г,12мес.,[4895180787676],,,20:9,60Гц,,"4xCortex-A531.5ГГц,4xCortex-A532ГГц",4Гб,microSD,512ГБ,есть,двойнаясветодиодная,есть,,,есть,,5000мА*ч,10Вт,Китай,,56ч,,,,,,LTEcat4,,,,
731,12мес.,смартфон,AppleiPhone13,2021,зеленый,черный,зеленый,зеленый,"GSM900,GSM1800,GSM1900,GSM850","UMTS900,UMTS2100,UMTS850,UMTS1900",есть,"LTE2600(B7),LTE700(B12),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE1900(B2),LTE850(B5),LTE700(B17),LTE700(B13),LTE2300(B30),LTE800(B19),LTE800(B18),LTE800(B26),LTE1900(B25),LTE1700/2100(B66),LTE1700(B4),LTE1500(B32)",есть,"FDD2100MHz(B1),FDD1800MHz(B3),FDD850MHz(B5),FDD2600MHz(B7),FDD900MHz(B8),FDD800MHz(B20),FDD700MHz(B28),TDD2600MHz(B38),TDD2300MHz(B40),TDD2500MHz(B41),TDD3700MHz(B77),TDD3500MHz(B78),FDD1700/2100MHz(B66),TDD4700MHz(B79),FDD1900MHz(B2),FDD700MHz(B12),FDD1900MHz(B25),FDD2300MHz(B30),TDD3500MHz(B48)",Nano-SIM(12.3x8.8x0.67мм),1SIM,есть,"6.1""",2532х1170,457ppi,OLED,16.7млн,Перечисление,Перечисление,Перечисление,CeramicShield,IP68,iOS,iOS15,Apple,AppleA15Bionic,6,"1.8ГГц,3.2ГГц",5нм,AppleGPU,128ГБ,нет,Перечисление,2,12+12Мп,"SonyIMX603,SonyIMX372","2.4,1.6",есть,есть,"5-кратныйцифровойзум,2-кратныйоптическийзумнауменьшение",125,Перечисление,Перечисление,"HD,FullHD,UltraHD4K","1280x720(30кадр./сек.),3840x2160(60кадр./сек.),1920x1080(60кадр./сек.)","1920x1080(240кадр./сек.),1920x1080(120кадр./сек.)","3-кратныйцифровойзум,2-кратныйоптическийзумнауменьшение","H.264,HEVC",Перечисление,нет,12Мп,SonyIMX514,2.2,есть,"1920x1080(60кадр./сек.),3840×2160(60кадр./сек.)",134,Перечисление,Перечисление,есть,"MP3,AAC,FLAC,PCM,AAC‑LC,HE‑AAC,HE‑AACv2,AppleLossless",5.0,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo,QZSS",нет,Lightning8-pin,Lightning8-pin,нет,нет,"документация,скрепкадляизвлеченияслотаSIM-карты,кабельLightning",распознаваниелица,Перечисление,Li-Ion,нет,есть,есть,75ч,19ч,71.5мм,146.7мм,7.7мм,173г,,[MNGK3HN/A],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,,смартфон,OPPOA57s,2022,голубой,черный,голубой,голубой,"GSM900,GSM1800,GSM1900,GSM850","UMTS900,UMTS850,UMTS1900,UMTS2100",есть,"LTE2600(B7),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE850(B5)",нет,,Nano-SIM(12.3x8.8x0.67мм),2SIM,нет,"6.56""",1612x720,269ppi,IPS,16.7млн,,пластик,"защитаотпылиивлаги,защитноепокрытиеэкранаотцарапин",XuhongPanda-MN228,"IPX4,IP5X",Android,Android12,MediaTek,MediaTekHelioG35,8,2.3ГГц,12нм,PowerVRGE8320,64ГБ,есть(отдельныйслот),Перечисление,2,50+2Мп,SamsungISOCELLJN1,"2.4,1.8",есть,нет,,,"5-элементнаялинза,3-элементнаялинза",Перечисление,"HD,FullHD","1920x1080(30кадр./сек.),1280x720(30кадр./сек.)",,,,,нет,8Мп,,2,нет,"1920x1080(30кадр./сек.),1280x720(30кадр./сек.)",,5-элементнаялинза,"портретныйрежим,Timelapse,стикеры",есть,,5.3,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo,QZSS",нет,USBType-C,MiniJack3.5мм,,есть,,"распознаваниелица,сканеротпечатковпальцев(сбокукорпуса)",оболочкаColorOS,Li-polymer,нет,SuperVOOC33Вт,нет,,,75.03мм,163.74мм,7.99мм,187г,12мес.,[6045259],,,,60Гц,,"4xCortex-A532.3ГГц,4xCortex-A53",4Гб,microSD,1024ГБ,,светодиодная,нет,,"Wi-FiHotspot,Wi-FiDisplay",есть,,5000мА*ч,33Вт,Китай,,,,,,,,,,,,
733,12мес.,смартфон,SamsungGalaxyS21FE,2022,зеленый,черный,зеленый,зеленый,"GSM900,GSM1800,GSM1900,GSM850","UMTS850,UMTS900,UMTS2100,UMTS1900",есть,"LTE2600(B7),LTE2300(B40),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE2600(B38),LTE2500(B41),LTE850(B5)",есть,,Nano-SIM(12.3x8.8x0.67мм),2SIM,нет,"6.4""",2340x1080,401ppi,DynamicAMOLED2X,16.7млн,безрамочный,Перечисление,"защитаотпылиивлаги,защитноепокрытиеэкранаотцарапин",CorningGorillaGlassVictus,IP68,Android,Android12,Qualcomm,Snapdragon888,8,"1.8ГГц,2.84ГГц,2.42ГГц",5нм,Adreno660,128ГБ,нет,Перечисление,3,12+12+8Мп,"SonyIMX258,SonyIMX555,HynixHi-847","2.2,2.4,1.8",есть,есть,,117,,,UltraHD4K,3840x2160(60кадр./сек.),,,,,нет,32Мп,SonyIMX616,2.2,есть,3840×2160(60кадр./сек.),,,,есть,,5.0,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo",нет,USBType-C,USBType-C,,нет,"документация,скрепкадляизвлеченияслотаSIM-карты,кабельUSBType-C","распознаваниелица,сканеротпечатковпальцев(вэкране)",Перечисление,Li-Ion,нет,,есть,,,74.5мм,155.7мм,7.9мм,177г,,[SM-G990BLGFSKZ],,,,120Гц,,"1xKryo680(Cortex-X1)2.84ГГц,3xKryo680(Cortex-A78)2.42ГГц,4xKryo680(Cortex-A55)1.8ГГц",6Гб,,,есть,светодиодная,,,,есть,,4500мА*ч,25Вт,,,,,,,,нет,,,,,
734,12мес.,смартфон,AppleiPhone12Mini,2020,красный,черный,красный,красный,"GSM900,GSM1800,GSM1900,GSM850","UMTS900,UMTS2100,UMTS850,UMTS1900",есть,"LTE2600(B7),LTE700(B12),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE1900(B2),LTE850(B5),LTE700(B17),LTE700(B13),LTE800(B19),LTE800(B18),LTE800(B26),LTE1900(B25),LTE1700(B4)",есть,"FDD2100MHz(B1),FDD1800MHz(B3),FDD850MHz(B5),FDD2600MHz(B7),FDD900MHz(B8),FDD800MHz(B20),FDD700MHz(B28),TDD2600MHz(B38),TDD2300MHz(B40),TDD2500MHz(B41),TDD3700MHz(B77),TDD3500MHz(B78),FDD1700/2100MHz(B66),TDD4700MHz(B79),FDD1900MHz(B2),FDD700MHz(B12),FDD1900MHz(B25)",Nano-SIM(12.3x8.8x0.67мм),1SIM,есть,"5.4""",2340x1080,476ppi,OLED,16.7млн,Перечисление,Перечисление,Перечисление,CeramicShield,IP68,iOS,iOS14,Apple,AppleA14Bionic,6,2.99ГГц,5нм,AppleGPU,256ГБ,нет,Перечисление,2,12+12Мп,"SonyIMX372,SonyIMX503","2.4,1.6",есть,есть,5-кратныйцифровойзум,117,Перечисление,Перечисление,"FullHD,UltraHD4K","3840x2160(60кадр./сек.),1920x1080(60кадр./сек.)",1920x1080(240кадр./сек.),2-кратныйоптическийзумнауменьшение,"AVI,MP4,MOV,M4V",Перечисление,нет,12Мп,SonyIMX514,2.2,,3840×2160(60кадр./сек.),132,,Перечисление,есть,"MP3,AAC,LPCM,AC3,EAC3,AAX,AAX+",5.0,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo",,Lightning8-pin,Lightning8-pin,нет,нет,"документация,скрепкадляизвлеченияслотаSIM-карты,кабельLightning",распознаваниелица,Перечисление,Li-Ion,нет,,есть,50ч,15ч,64.2мм,131.5мм,7.4мм,133г,,[MGEC3ZP],есть,,,60Гц,есть,,4Гб,,,,светодиодная,,нет,,,нет,2227мА*ч,нет,,нетЗУвкомплекте,,,,,есть,,,,,,
735,12мес.,смартфон,AppleiPhone14Plus,2022,голубой,черный,голубой,голубой,"GSM900,GSM1800,GSM1900,GSM850","UMTS2100,UMTS1900,UMTS900,UMTS850",есть,"LTE1900(B39),LTE2600(B7),LTE2300(B40),LTE700(B12),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE2600(B38),LTE2500(B41),LTE1900(B2),LTE850(B5),LTE700(B17),LTE700(B13),LTE2300(B30),LTE800(B19),LTE800(B29),LTE800(B18),LTE800(B26),LTE1900(B25),LTE1700/2100(B66),LTE2000(B34),LTE1700(B4),LTE1500(B32),LTE3500(B42)",есть,,Nano-SIM(12.3x8.8x0.67мм),1SIM,есть,"6.7""",2778×1284,458ppi,OLED,,безрамочный,металл,Перечисление,CeramicShield,IP68,iOS,iOS16,Apple,AppleA15Bionic,6,"1.8ГГц,3.2ГГц",5нм,AppleGPU,128ГБ,нет,Перечисление,2,12+12Мп,SonyIMX703,"2.4,1.5",есть,есть,"5-кратныйцифровойзум,2-кратныйоптическийзум",,Перечисление,Перечисление,"HD,FullHD,UltraHD4K","1920x1080(30кадр./сек.),1280x720(30кадр./сек.),3840x2160(30кадр./сек.),3840x2160(60кадр./сек.),1920x1080(60кадр./сек.),3840x2160(24кадр./сек.),3840x2160(25кадр./сек.)","1920x1080(240кадр./сек.),1920x1080(120кадр./сек.)","3-кратныйцифровойзум,2-кратныйоптическийзум","H.264,HEVC",Перечисление,нет,12Мп,,1.9,есть,"1920x1080(30кадр./сек.),1920x1080(60кадр./сек.),3840×2160(30кадр./сек.),3840×2160(60кадр./сек.),1920x1080(120кадр./сек.)",,,Перечисление,есть,"MP3,AAC,FLAC,AppleLossless",5.3,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo,QZSS",нет,Lightning8-pin,Lightning8-pin,нет,нет,"документация,кабельLightning",распознаваниелица,Перечисление,Li-Ion,,,есть,100ч,26ч,78.1мм,160.8мм,7.8мм,203г,,[MQ4H3J/A],,,,60Гц,,"2xAvalanche3.24ГГц,4xBlizzard2.01ГГц",,,,,светодиодная,,,,,,,,,нетЗУвкомплекте,,,,,,,,,,,
736,,смартфон,InfinixHOT11,2021,голубой,черный,голубой,голубой,"GSM900,GSM1800,GSM1900,GSM850","WCDMA2100,WCDMA900,WCDMA850,WCDMA1900",есть,"LTE2600(B7),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE850(B5)",нет,,Nano-SIM(12.3x8.8x0.67мм),2SIM,нет,"6.82""",1640х720,262ppi,IPS,16.7млн,,пластик,,,,Android,Android11,MediaTek,MediaTekHelioG37,8,2.5ГГц,12нм,PowerVRGE8320,128ГБ,есть(универсальныйслотSIM+SIM/SIM+картапамяти),Перечисление,3,50+2Мп,,1.6,есть,нет,,,,Перечисление,FullHD,1920x1080(30кадр./сек.),,,"AVI,MP4,3GP",,нет,8Мп,,2,,1920x1080(30кадр./сек.),,,,нет,"MP3,WAV,AMR,MIDI",5.0,Перечисление,нет,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo",нет,microUSB,MiniJack3.5мм,нет,есть,,"распознаваниелица,сканеротпечатковпальцев(сзадикорпуса)",оболочкаXOS,Li-polymer,нет,,нет,,,77.5мм,171.5мм,9.2мм,201г,12мес.,,есть,активныйрежим,,90Гц,,8xCortex-A532.5ГГц,4Гб,microSD,512ГБ,есть,четвернаясветодиодная,есть,есть,,есть,нет,6000мА*ч,18Вт,Китай,,50.5ч,3264x2448,1512ч,"A2DP,HID",есть,,LTEcat4,,,,
737,,смартфон,VivoY22,2022,синий,черный,синий,синийкосмос,"GSM900,GSM1800,GSM1900,GSM850","WCDMA2100,WCDMA900,WCDMA850,WCDMA1900",есть,"LTE2600(B7),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE850(B5)",нет,,Nano-SIM(12.3x8.8x0.67мм),2SIM,нет,"6.55""",1612x720,269ppi,IPS,16.7млн,безрамочный,пластик,защитаотпылиивлаги,,IP54,Android,Android12,MediaTek,MediaTekHelioG85,8,"2ГГц,1.8ГГц",12нм,Mali-G52MC2,64ГБ,есть(отдельныйслот),Перечисление,2,50+2Мп,,"2.4,1.8",есть,нет,10-кратныйцифровойзум,,,Перечисление,"HD,FullHD","1920x1080(30кадр./сек.),1280x720(30кадр./сек.)",1280x720(120кадр./сек.),10-кратныйцифровойзум,"FLV,MKV,MP4,3GP",,нет,8Мп,,2,нет,"1920x1080(30кадр./сек.),1280x720(30кадр./сек.)",,,"ночнойрежим,портретныйрежим,живоефото",,"MP3,AAC,WAV,FLAC,MIDI,APE,MP2,Vorbis,MP1,OPUS",5.0,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo,QZSS",нет,USBType-C,MiniJack3.5мм,нет,есть,"чехол,документация,зарядноеустройство,скрепкадляизвлеченияслотаSIM-карты,кабельUSBType-C,защитнаяпленка(наклеенанаэкран)","распознаваниелица,сканеротпечатковпальцев(сбокукорпуса)",оболочкаFuntouchOS,Li-Ion,нет,,нет,,20.3ч,76.1мм,164.3мм,8.38мм,190г,12мес.,,есть,режиможидания,20:9,60Гц,,"6xCortex-A551.8ГГц,2xCortex-A752.0ГГц",4Гб,microSD,1024ГБ,есть,светодиодная,нет,нет,"Wi-FiDirect,Wi-FiHotspot",есть,,5000мА*ч,18Вт,,,22.9ч,3264x2448,,"AptX,AAC,AptXAdaptive,SBC",есть,,"LTEcat4,LTEcat5",,,,
738,,смартфон,OPPOReno7,2022,оранжевый,черный,оранжевый,оранжевый,"GSM900,GSM1800,GSM1900,GSM850","WCDMA2100,WCDMA900,WCDMA850,WCDMA1900",есть,"LTE2600(B7),LTE2300(B40),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE2600(B38),LTE2500(B41),LTE850(B5)",нет,,Nano-SIM(12.3x8.8x0.67мм),2SIM,нет,"6.43""",2400x1080,409ppi,AMOLED,16.7млн,безрамочный,Перечисление,защитноепокрытиеэкранаотцарапин,CorningGorillaGlass5,IPX4,Android,Android12,Qualcomm,Snapdragon680,8,"1.9ГГц,2.4ГГц",6нм,Adreno610,128ГБ,есть(отдельныйслот),Перечисление,3,64+2+2Мп,"GalaxyCoreGC02M1B,GalaxyCoreGC02M1,OmniVisionOV64B","2.4,1.7,3.3",есть,нет,,,6-элементнаялинза,Перечисление,"HD,FullHD","1920x1080(30кадр./сек.),1280x720(30кадр./сек.)",1280x720(120кадр./сек.),,,стабилизациявидео,нет,32Мп,SonyIMX709,2.4,,"1920x1080(30кадр./сек.),1280x720(30кадр./сек.)",,5-элементнаялинза,Перечисление,,,5.1,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo,QZSS",нет,USBType-C,MiniJack3.5мм,нет,есть,"чехол,документация,зарядноеустройство,скрепкадляизвлеченияслотаSIM-карты,кабельUSBType-C","распознаваниелица,сканеротпечатковпальцев(вэкране)",оболочкаColorOS,Li-polymer,,SuperVOOC33Вт,,,,73.2мм,159.9мм,7.5мм,167г,12мес.,[6041174],,,,90Гц,,"4xKryo265(Cortex-A73)2.4ГГц,4xKryo265(Cortex-A53)1.9ГГц",8Гб,microSD,1024ГБ,есть,светодиодная,,,,есть,,4500мА*ч,33Вт,Китай,,,,,"AptXHD,AptX,AAC,LDAC,SBC,A2DP,AVRCP",,,,,,,
739,12мес.,смартфон,AppleiPhone12,2020,зеленый,черный,зеленый,зеленый,"GSM900,GSM1800,GSM1900,GSM850","UMTS900,UMTS2100,UMTS850,UMTS1900",есть,"LTE2600(B7),LTE700(B12),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE1900(B2),LTE850(B5),LTE700(B17),LTE700(B13),LTE800(B19),LTE800(B18),LTE800(B26),LTE1900(B25),LTE1700(B4)",есть,"FDD2100MHz(B1),FDD1800MHz(B3),FDD850MHz(B5),FDD2600MHz(B7),FDD900MHz(B8),FDD800MHz(B20),FDD700MHz(B28),TDD2600MHz(B38),TDD2300MHz(B40),TDD2500MHz(B41),TDD3700MHz(B77),TDD3500MHz(B78),FDD1700/2100MHz(B66),TDD4700MHz(B79),FDD1900MHz(B2),FDD700MHz(B12),FDD1900MHz(B25)",Nano-SIM(12.3x8.8x0.67мм),1SIM,есть,"6.1""",2532х1170,460ppi,OLED,16.7млн,Перечисление,Перечисление,Перечисление,CeramicShield,IP68,iOS,iOS14,Apple,AppleA14Bionic,6,2.99ГГц,5нм,AppleGPU,128ГБ,нет,Перечисление,2,12+12Мп,SonyIMX372,"2.4,1.6",есть,есть,5-кратныйцифровойзум,117,Перечисление,Перечисление,"FullHD,UltraHD4K","3840x2160(60кадр./сек.),1920x1080(60кадр./сек.)",1920x1080(240кадр./сек.),2-кратныйоптическийзумнауменьшение,"AVI,MP4,MOV,M4V",Перечисление,нет,12Мп,SonyIMX514,2.2,,3840×2160(60кадр./сек.),132,,Перечисление,есть,"MP3,AAC,LPCM,AC3,EAC3,AAX,AAX+",5.0,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo",,Lightning8-pin,Lightning8-pin,нет,нет,"документация,скрепкадляизвлеченияслотаSIM-карты,кабельLightning",распознаваниелица,Перечисление,Li-Ion,нет,,есть,65ч,17ч,71.5мм,146.7мм,7.4мм,162г,,[MGJF3B/A],есть,,,60Гц,есть,,4Гб,,,,светодиодная,,нет,,,нет,2815мА*ч,нет,,нетЗУвкомплекте,,,,,есть,,,,,,
740,12мес.,смартфон,SamsungGalaxyM53,2022,синий,черный,синий,синий,"GSM900,GSM1800,GSM1900,GSM850","UMTS2100,UMTS850,UMTS1900,UMTS900",есть,"LTE2600(B7),LTE700(B12),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE1900(B2),LTE850(B5),LTE700(B17),LTE850(B26),LTE1700/2100(B66),LTE1700(B4)",есть,,Nano-SIM(12.3x8.8x0.67мм),2SIM,нет,"6.7""",2400x1080,393ppi,SuperAMOLEDPlus,16млн,безрамочный,пластик,защитноепокрытиеэкранаотцарапин,CorningGorillaGlass5,нет,Android,,MediaTek,Dimensity900,8,"2ГГц,2.4ГГц",6нм,Mali-G78,256ГБ,есть(универсальныйслотSIM+SIM/SIM+картапамяти),Перечисление,4,108+8+2+2Мп,"SonyIMX355,SamsungISOCELLHM6","2.2,2.4,1.8",есть,нет,10-кратныйцифровойзум,,,,UltraHD4K,3840x2160(30кадр./сек.),1280x720(240кадр./сек.),,"AVI,FLV,MKV,MP4,M4V,3GP,WEBM",,нет,32Мп,SonyIMX616,2.2,нет,,,,,нет,"MP3,M4A,3GA,AAC,OGG,OGA,WAV,AMR,AWB,FLAC,MID,MIDI,XMF,MXMF,IMY,RTTTL,RTX,OTA",5.2,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo,QZSS",,USBType-C,USBType-C,,нет,"документация,кабельUSBType-C","распознаваниелица,сканеротпечатковпальцев(сбокукорпуса)",технологияDolbyAtmos,,нет,,,87ч,19ч,77мм,164.7мм,7.4мм,176г,,[SM-M536BZBHMEA],,,,120Гц,,"6xCortex-A552ГГц,2xCortex-A782.4ГГц",8Гб,microSD,1024ГБ,,светодиодная,нет,,Wi-FiDirect,,,5000мА*ч,,,,39ч,,,,,нет,,,,,
741,,смартфон,InfinixHOT12i,2022,зеленый,черный,зеленый,зеленый,"GSM900,GSM1800,GSM1900,GSM850","UMTS900,UMTS2100,UMTS850,UMTS1900",есть,"LTE2600(B7),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3)",нет,,Nano-SIM(12.3x8.8x0.67мм),2SIM,нет,"6.6""",1612x720,267ppi,IPS,16млн,,пластик,,,нет,Android,Android11,MediaTek,MediaTekHelioA22,4,2ГГц,12нм,PowerVRGE8320,64ГБ,есть(отдельныйслот),Перечисление,3,13+2+0.08Мп,,1.8,есть,нет,,,,,FullHD,1920x1080(30кадр./сек.),,,"AVI,MP4,3GP",,нет,8Мп,,,нет,1920x1080(30кадр./сек.),,,,,"MP3,WAV,AMR,MIDI",,Перечисление,нет,"ГЛОНАСС,GPS,A-GPS,BeiDou",нет,microUSB,MiniJack3.5мм,,есть,,"распознаваниелица,сканеротпечатковпальцев(сзадикорпуса)",оболочкаXOS,Li-Ion,нет,нет,нет,150ч,,76.4мм,164.8мм,8.8мм,190г,12мес.,,,,20:9,60Гц,,4xCortex-A532ГГц,4Гб,microSD,512ГБ,есть,светодиодная,нет,,,нет,,5000мА*ч,,Китай,,34ч,3264x2448,1488ч,,,,,,,,
742,,смартфон,SamsungGalaxyM52,2021,черный,черный,черный,черный,"GSM900,GSM1800,GSM1900,GSM850","UMTS900,UMTS2100,UMTS850,UMTS1900",есть,"LTE2600(B7),LTE2300(B40),LTE700(B12),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE2600(B38),LTE2500(B41),LTE1900(B2),LTE850(B5),LTE700(B17),LTE850(B26),LTE1700/2100(B66),LTE1700(B4)",есть,,Nano-SIM(12.3x8.8x0.67мм),2SIM,нет,"6.7""",2400x1080,393ppi,SuperAMOLEDPlus,16млн,безрамочный,пластик,,,,Android,Android11,Qualcomm,Snapdragon778G,8,"1.9ГГц,2.3ГГц,2.4ГГц",6нм,Adreno642L,128ГБ,есть(универсальныйслотSIM+SIM/SIM+картапамяти),Перечисление,3,64+12+5Мп,"SonyIMX258,SamsungS5KGW3","2.2,2.4,1.8",есть,нет,10-кратныйцифровойзум,,фазовыйавтофокус,,"FullHD,UltraHD4K","1920x1080(30кадр./сек.),3840x2160(30кадр./сек.)",1280x720(240кадр./сек.),,,,нет,32Мп,SonyIMX616,2.2,,1920x1080(30кадр./сек.),,,,нет,"MP3,M4A,3GA,AAC,OGG,OGA,WAV,AMR,AWB,FLAC,MID,MIDI,XMF,MXMF,IMY,RTTTL,RTX,OTA",5.0,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo,QZSS",нет,USBType-C,USBType-C,нет,есть,"документация,зарядноеустройство,скрепкадляизвлеченияслотаSIM-карты,кабельUSBType-C",сканеротпечатковпальцев(сбокукорпуса),оболочкаOneUI,,нет,,нет,,,76.4мм,164.2мм,7.4мм,173г,12мес.,[SM-M526BZKHCAU],,,20:9,120Гц,,"1xKryo670(Cortex-A78)2.4ГГц,3xKryo670(Cortex-A78)2.2ГГц,4xKryo670(Cortex-A55)1.9ГГц",6Гб,Перечисление,1024ГБ,,светодиодная,нет,,,есть,,5000мА*ч,22Вт,,,48ч,,,,,нет,,,,,
